timestamp_utc,coin_id,close_price,market_cap,total_volume
2025-10-31 22:00:00,bome,0.00097038,66885543.09,29775870.62
2025-10-31 23:00:00,bome,0.00097571,67289373.02,28967753.03
2025-11-01 00:00:00,bome,0.00097809,67495338.49,28434362.0
2025-11-01 01:00:00,bome,0.0009778,67433360.3,28387506.08
2025-11-01 02:00:00,bome,0.00097803,67550262.07,28202756.89
2025-11-01 03:00:00,bome,0.00098169,67640380.33,27967495.43
2025-11-01 04:00:00,bome,0.00099556,68722566.12,27946436.06
2025-11-01 05:00:00,bome,0.00098387,67887949.27,27398711.37
2025-11-01 06:00:00,bome,0.00098333,67857535.07,27715777.1
2025-11-01 07:00:00,bome,0.00098609,67937504.5,27727320.7
2025-11-01 08:00:00,bome,0.00099557,68501022.82,27680231.18
2025-11-01 09:00:00,bome,0.0009989,68704207.26,28180042.77
2025-11-01 10:00:00,bome,0.0009938,68598075.84,27701792.78
2025-11-01 11:00:00,bome,0.00100021,69010464.2,27637605.92
2025-11-01 12:00:00,bome,0.00099716,68831821.05,26880873.85
2025-11-01 13:00:00,bome,0.00099901,68920224.3,26142738.48
2025-11-01 14:00:00,bome,0.00099222,68430851.15,25814776.21
2025-11-01 15:00:00,bome,0.00098568,68011354.74,25010209.51
2025-11-01 16:00:00,bome,0.00099672,68509785.2,24928897.06
2025-11-01 17:00:00,bome,0.00100564,69387965.76,24631265.38
2025-11-01 18:00:00,bome,0.0010053,69411673.51,23520380.18
2025-11-01 19:00:00,bome,0.00100867,69533777.24,22712706.01
2025-11-01 20:00:00,bome,0.00100958,69595620.36,22104613.53
2025-11-01 21:00:00,bome,0.00101599,70274769.46,22285546.21
2025-11-01 22:00:00,bome,0.00100494,69310067.11,21700973.52
2025-11-01 23:00:00,bome,0.00100522,69266066.96,22182214.08
2025-11-02 00:00:00,bome,0.00101266,69895700.35,21945709.84
2025-11-02 01:00:00,bome,0.00100778,69540705.24,21798760.04
2025-11-02 02:00:00,bome,0.0010051,69386363.13,22052962.65
2025-11-02 03:00:00,bome,0.00100902,69592336.82,22225515.58
2025-11-02 04:00:00,bome,0.00100545,69319416.85,21837300.79
2025-11-02 05:00:00,bome,0.00101963,70354125.68,21444993.36
2025-11-02 06:00:00,bome,0.00102005,70359020.75,21993492.96
2025-11-02 07:00:00,bome,0.00102581,70733937.46,22451466.73
2025-11-02 08:00:00,bome,0.00102585,70811373.86,22657198.89
2025-11-02 09:00:00,bome,0.0010135,69891082.42,22065581.65
2025-11-02 10:00:00,bome,0.00100522,69333551.22,22560983.63
2025-11-02 11:00:00,bome,0.00100312,69247228.86,22889746.35
2025-11-02 12:00:00,bome,0.00101689,70099495.6,22665115.35
2025-11-02 13:00:00,bome,0.00101028,69645678.64,23130851.3
2025-11-02 14:00:00,bome,0.0009987,68909837.75,21272657.34
2025-11-02 15:00:00,bome,0.0009809,67681458.96,24263922.55
2025-11-02 16:00:00,bome,0.00098452,67937530.29,24357025.0
2025-11-02 17:00:00,bome,0.00098155,67636434.2,24926494.59
2025-11-02 18:00:00,bome,0.00097618,67387998.51,25021985.87
2025-11-02 19:00:00,bome,0.00097948,67643294.97,24981699.6
2025-11-02 20:00:00,bome,0.00097377,67123853.72,25220937.92
2025-11-02 21:00:00,bome,0.00097769,67349991.66,25227806.63
2025-11-02 22:00:00,bome,0.0009833,67870682.3,25225015.6
2025-11-02 23:00:00,bome,0.00097911,67462817.35,24975666.49
2025-11-03 00:00:00,bome,0.00100128,68972840.39,25250673.22
2025-11-03 01:00:00,bome,0.00098569,68205190.29,25153046.2
2025-11-03 02:00:00,bome,0.00096757,66804445.08,24929079.47
2025-11-03 03:00:00,bome,0.00095568,65758373.93,25046155.32
2025-11-03 04:00:00,bome,0.00091471,63116903.62,26071913.46
2025-11-03 05:00:00,bome,0.00092314,63607849.85,26681852.55
2025-11-03 06:00:00,bome,0.00091639,63267651.85,26253925.42
2025-11-03 07:00:00,bome,0.00090503,62499078.03,26974156.94
2025-11-03 08:00:00,bome,0.00090983,62700284.63,27774541.82
2025-11-03 09:00:00,bome,0.00091137,62694100.71,28522181.86
2025-11-03 10:00:00,bome,0.00090185,62333564.5,28361368.89
2025-11-03 11:00:00,bome,0.00089882,62037032.57,28426979.54
2025-11-03 12:00:00,bome,0.00090018,62113123.78,29666086.31
2025-11-03 13:00:00,bome,0.00090024,62116462.05,29817410.84
2025-11-03 14:00:00,bome,0.0009015,62084876.82,31119078.48
2025-11-03 15:00:00,bome,0.00090761,62622962.35,31347573.8
2025-11-03 16:00:00,bome,0.00083739,58200271.14,37783046.68
2025-11-03 17:00:00,bome,0.00085755,59244050.82,39130976.28
2025-11-03 18:00:00,bome,0.00087377,60210861.52,39873593.41
2025-11-03 19:00:00,bome,0.00085636,59099565.05,39953177.6
2025-11-03 20:00:00,bome,0.00085574,59125805.15,40090489.38
2025-11-03 21:00:00,bome,0.00083405,57677662.24,40324640.77
2025-11-03 22:00:00,bome,0.0008452,58333345.55,41548200.36
2025-11-03 23:00:00,bome,0.00084082,58053904.82,42762677.14
2025-11-04 00:00:00,bome,0.00084572,58247898.33,43255945.24
2025-11-04 01:00:00,bome,0.00086048,59384830.77,43938009.79
2025-11-04 02:00:00,bome,0.00086479,59534231.45,46165110.42
2025-11-04 03:00:00,bome,0.00086381,59537486.05,47019012.44
2025-11-04 04:00:00,bome,0.00086956,60082167.1,46893279.72
2025-11-04 05:00:00,bome,0.00085784,59262359.45,47530601.03
2025-11-04 06:00:00,bome,0.00081619,56499105.33,48772933.78
2025-11-04 07:00:00,bome,0.00083417,57572358.34,50637066.59
2025-11-04 08:00:00,bome,0.00081818,56367818.47,51298310.05
2025-11-04 09:00:00,bome,0.00083692,57779868.19,52156630.34
2025-11-04 10:00:00,bome,0.00084129,58131881.27,52216894.27
2025-11-04 11:00:00,bome,0.00084555,58313259.62,52429087.79
2025-11-04 12:00:00,bome,0.00084431,58282658.69,52114527.15
2025-11-04 13:00:00,bome,0.00083734,57769557.4,51698013.7
2025-11-04 14:00:00,bome,0.00084083,57969911.4,51446254.51
2025-11-04 15:00:00,bome,0.00087056,59587532.72,51825345.9
2025-11-04 16:00:00,bome,0.00085277,59009617.3,46084905.18
2025-11-04 17:00:00,bome,0.00082917,57219064.96,45558232.95
2025-11-04 18:00:00,bome,0.00083386,57598527.84,46936951.28
2025-11-04 19:00:00,bome,0.00082311,56481269.14,48399908.07
2025-11-04 20:00:00,bome,0.00081271,56178815.58,48718077.92
2025-11-04 21:00:00,bome,0.00081315,56276924.08,52821004.64
2025-11-04 22:00:00,bome,0.00080526,54344716.18,54642760.48
2025-11-04 23:00:00,bome,0.00081246,56099448.32,55798108.12
2025-11-05 00:00:00,bome,0.00081184,55887413.78,55896670.23
2025-11-05 01:00:00,bome,0.00080067,55141407.2,54954303.12
2025-11-05 02:00:00,bome,0.0007927,53950148.47,54721426.18
2025-11-05 03:00:00,bome,0.00082839,56774838.34,55344811.05
2025-11-05 04:00:00,bome,0.0008326,57409668.03,54424238.3
2025-11-05 05:00:00,bome,0.00083063,57352658.46,53571277.01
2025-11-05 06:00:00,bome,0.00083141,57308948.24,50793126.5
2025-11-05 07:00:00,bome,0.00082548,56943482.04,49283716.98
2025-11-05 08:00:00,bome,0.00082388,56847008.16,47073649.33
2025-11-05 09:00:00,bome,0.00080839,55668614.29,46020691.32
2025-11-05 10:00:00,bome,0.00081399,56041204.25,45916333.11
2025-11-05 11:00:00,bome,0.00080192,55409400.54,44906255.94
2025-11-05 12:00:00,bome,0.00081962,56605584.87,44540489.48
2025-11-05 13:00:00,bome,0.00081761,56332990.63,44249717.57
2025-11-05 14:00:00,bome,0.00082723,57066512.6,43986290.19
2025-11-05 15:00:00,bome,0.00082466,56967169.91,44083310.0
2025-11-05 16:00:00,bome,0.00082941,57223319.21,43221037.46
2025-11-05 17:00:00,bome,0.00083609,57552202.89,42558288.9
2025-11-05 18:00:00,bome,0.00083433,57574195.74,40813107.22
2025-11-05 19:00:00,bome,0.00084219,58183896.09,39698053.6
2025-11-05 20:00:00,bome,0.00083636,57727430.49,38855963.17
2025-11-05 21:00:00,bome,0.00083381,57566386.99,34627364.63
2025-11-05 22:00:00,bome,0.00083663,57726484.67,32559395.08
2025-11-05 23:00:00,bome,0.00083469,57538021.28,31024870.93
2025-11-06 00:00:00,bome,0.0008333,57537912.53,30290739.1
2025-11-06 01:00:00,bome,0.00082618,56909430.32,30348067.75
2025-11-06 02:00:00,bome,0.00082105,56593815.75,30199253.06
2025-11-06 03:00:00,bome,0.00082619,57007139.17,30118657.69
2025-11-06 04:00:00,bome,0.00082785,57183612.52,30116403.5
2025-11-06 05:00:00,bome,0.00082774,57038320.51,30146566.01
2025-11-06 06:00:00,bome,0.00080875,55828977.51,30281945.19
2025-11-06 07:00:00,bome,0.00081264,56078022.33,30302661.73
2025-11-06 08:00:00,bome,0.00081098,55931347.34,31250642.9
2025-11-06 09:00:00,bome,0.00081005,55848510.13,31697503.26
2025-11-06 10:00:00,bome,0.00080931,55832364.31,32478428.98
2025-11-06 11:00:00,bome,0.00080664,55623132.01,32555247.25
2025-11-06 12:00:00,bome,0.00080502,55565668.51,32457033.23
2025-11-06 13:00:00,bome,0.00079552,54901663.53,34046688.63
2025-11-06 14:00:00,bome,0.00081533,56323042.96,34816298.72
2025-11-06 15:00:00,bome,0.00080161,55343634.05,34984891.57
2025-11-06 16:00:00,bome,0.00078708,54314200.59,35751521.49
2025-11-06 17:00:00,bome,0.00078592,54174462.03,37843454.78
2025-11-06 18:00:00,bome,0.0008024,55294121.49,39421187.98
2025-11-06 19:00:00,bome,0.00081137,56080840.65,40658889.09
2025-11-06 20:00:00,bome,0.00081069,55902488.08,40941298.97
2025-11-06 21:00:00,bome,0.00081143,55748814.53,41884776.62
