coin_id,timestamp_utc,close_price,market_cap,total_volume
doge,2025-11-02 06:01:43,0.18732002,28392628124.67,760548255.56
doge,2025-11-02 07:01:23,0.18776803,28453915215.69,758881365.60
doge,2025-11-02 08:01:24,0.18831090,28518132377.78,763316190.76
doge,2025-11-02 09:01:44,0.18719871,28383668640.59,746877834.18
doge,2025-11-02 10:01:41,0.18638698,28256486439.19,744077675.49
doge,2025-11-02 11:01:36,0.18522763,28091270227.57,778572934.42
doge,2025-11-02 12:01:53,0.18697857,28341469417.12,818760233.11
doge,2025-11-02 13:05:50,0.18638062,28268089338.55,834228064.27
doge,2025-11-02 14:01:51,0.18509771,28063936873.37,795582169.12
doge,2025-11-02 15:00:55,0.18371281,27850796110.07,845789697.20
doge,2025-11-02 16:01:15,0.18379104,27862688786.55,838136617.34
doge,2025-11-02 17:01:52,0.18343428,27760793899.72,872500028.78
doge,2025-11-02 18:01:50,0.18371103,27842232051.12,862379165.57
doge,2025-11-02 19:01:45,0.18404414,27908078302.72,831460352.09
doge,2025-11-02 20:05:53,0.18314397,27760731733.86,848392660.92
doge,2025-11-02 21:01:50,0.18321518,27770488118.57,837852030.59
doge,2025-11-02 22:01:30,0.18412539,27919655075.77,831375304.64
doge,2025-11-02 23:01:27,0.18376758,27841242775.80,830902292.09
doge,2025-11-03 00:01:26,0.18638052,28218955647.02,900673677.73
doge,2025-11-03 01:01:29,0.18440073,28036000290.94,974310167.84
doge,2025-11-03 02:01:25,0.18308036,27767665612.56,993626432.74
doge,2025-11-03 03:01:57,0.18066437,27347348090.80,1073461329.44
doge,2025-11-03 04:01:17,0.17517219,26571898614.51,1281015948.83
doge,2025-11-03 05:01:50,0.17539146,26567622075.48,1411165412.95
doge,2025-11-03 06:01:07,0.17399234,26393381470.64,1453010990.26
doge,2025-11-03 07:02:08,0.17255123,26194466920.13,1637951281.35
doge,2025-11-03 08:01:13,0.17363770,26316942473.10,1677098870.14
doge,2025-11-03 09:01:41,0.17366064,26259325626.56,1770046525.52
doge,2025-11-03 10:02:02,0.17320108,26264010240.89,1813429434.79
doge,2025-11-03 11:02:35,0.17266589,26174582019.97,1816427983.50
doge,2025-11-03 12:01:21,0.17435219,26434371740.27,1856033980.13
doge,2025-11-03 13:00:24,0.17478440,26496247572.47,1887170314.85
doge,2025-11-03 14:01:29,0.17454868,26454296701.57,1988817416.66
doge,2025-11-03 15:01:08,0.17492743,26508439165.57,1968477178.05
doge,2025-11-03 16:00:35,0.16764126,25485013267.12,2740245165.05
doge,2025-11-03 17:01:19,0.16867917,25571089933.68,2876523361.33
doge,2025-11-03 18:01:10,0.17089721,25891616014.84,3067124086.24
doge,2025-11-03 19:00:27,0.16930473,25667946456.01,3058717883.22
doge,2025-11-03 20:02:14,0.16854364,25608262668.84,3157502050.50
doge,2025-11-03 21:01:19,0.16571620,25103279560.25,3229250104.92
doge,2025-11-03 22:01:27,0.16727721,25363199481.42,3360120625.55
doge,2025-11-03 23:00:53,0.16593496,25172932469.53,3357336872.90
doge,2025-11-04 00:01:28,0.16708826,25336884829.71,3426878777.35
doge,2025-11-04 01:01:25,0.16881441,25623946430.66,3450743395.87
doge,2025-11-04 02:02:25,0.16988052,25757326423.82,3486303193.72
doge,2025-11-04 03:01:26,0.16946562,25687803615.11,3451912415.63
doge,2025-11-04 04:26:26,0.17054449,25857815132.88,3387344694.69
doge,2025-11-04 05:01:31,0.16973957,25765304872.39,3336082179.80
doge,2025-11-04 06:01:50,0.16164809,24705566896.36,3418283602.41
doge,2025-11-04 07:01:42,0.16454302,24967609386.10,3548259014.50
doge,2025-11-04 08:01:52,0.16161628,24500412805.17,3578990763.76
doge,2025-11-04 09:01:23,0.16404995,24922515048.04,3682068769.56
doge,2025-11-04 10:02:07,0.16472760,25015339207.64,3706207870.62
doge,2025-11-04 11:13:03,0.16501339,25052708967.47,3753586052.34
doge,2025-11-04 12:01:30,0.16557788,25120961430.52,3634582309.04
doge,2025-11-04 13:01:59,0.16393314,24862566010.53,3626190257.08
doge,2025-11-04 14:00:26,0.16288459,24697916853.76,3684785873.31
doge,2025-11-04 15:01:56,0.16672556,25252380576.93,3943938608.66
doge,2025-11-04 16:01:56,0.16536622,25072867390.33,3546217587.68
doge,2025-11-04 17:00:41,0.16014640,24285951532.06,3236211887.38
doge,2025-11-04 18:02:05,0.15928766,24195037080.25,3390562835.77
doge,2025-11-04 19:06:06,0.15976691,24198098877.98,3654835620.09
doge,2025-11-04 20:01:15,0.15795055,23964509079.70,3700674747.50
doge,2025-11-04 21:01:38,0.15914471,24176682852.56,4048503391.25
doge,2025-11-04 22:01:59,0.15499540,23486793324.54,4210271147.90
doge,2025-11-04 23:01:09,0.16301874,24724994265.72,4532596692.47
doge,2025-11-05 00:01:17,0.16288015,24676012349.41,4512763314.77
doge,2025-11-05 01:01:10,0.16076707,24354961562.50,4540643610.46
doge,2025-11-05 02:01:33,0.15828567,23809958529.13,4842565380.73
doge,2025-11-05 03:01:30,0.16380219,24768825766.44,4883408568.24
doge,2025-11-05 04:04:29,0.16446185,24941195234.61,4825903041.62
doge,2025-11-05 05:00:11,0.16480733,25014485212.86,4892331440.47
doge,2025-11-05 06:01:44,0.16489759,24993883281.95,4645629738.44
doge,2025-11-05 07:02:11,0.16494771,24995840174.33,4498891019.77
doge,2025-11-05 08:01:39,0.16508661,25030980610.56,4303098977.20
doge,2025-11-05 09:01:35,0.16273925,24666600629.48,4285207107.72
doge,2025-11-05 10:01:21,0.16376795,24813965305.33,4225857102.70
doge,2025-11-05 11:01:32,0.16163233,24509096483.72,4219617811.17
doge,2025-11-05 12:02:02,0.16373781,24826019202.95,4237806579.74
doge,2025-11-05 13:02:14,0.16400324,24893549493.43,4192233006.15
doge,2025-11-05 14:01:55,0.16561386,25072118601.98,4209568776.59
doge,2025-11-05 15:01:04,0.16591363,25167275264.90,4144640591.90
doge,2025-11-05 16:02:18,0.16678262,25286800172.39,4108171192.10
doge,2025-11-05 17:01:15,0.16742074,25384419198.71,3958368594.67
doge,2025-11-05 18:06:04,0.16720658,25351458678.06,3747148744.82
doge,2025-11-05 19:01:37,0.16837458,25529566539.67,3565470187.00
doge,2025-11-05 20:00:40,0.16735103,25374421118.64,3378631972.84
doge,2025-11-05 21:00:43,0.16752876,25379514015.04,2991949384.73
doge,2025-11-05 22:02:17,0.16703955,25315755897.75,2649060312.71
doge,2025-11-05 23:01:43,0.16768649,25426428561.87,2251078620.23
doge,2025-11-06 00:01:43,0.16736364,25421797393.50,2113003898.91
doge,2025-11-06 01:01:42,0.16666868,25224299510.58,2304310226.68
doge,2025-11-06 02:01:32,0.16592480,25154332416.17,2192736767.39
doge,2025-11-06 03:01:05,0.16700480,25328358852.51,1974770034.83
doge,2025-11-06 04:01:41,0.16720281,25357395153.86,1919635766.29
doge,2025-11-06 05:02:09,0.16680159,25290497502.88,1863389166.27
doge,2025-11-06 06:00:30,0.16370076,24811115888.98,1858202728.39
doge,2025-11-06 07:02:18,0.16366212,24827494822.53,1852692132.30
doge,2025-11-06 08:01:40,0.16322520,24753873028.19,1885718728.49
doge,2025-11-06 09:01:12,0.16338894,24759720971.00,1866037661.04
doge,2025-11-06 10:01:33,0.16303907,24729633172.12,1842396044.53
doge,2025-11-06 11:01:42,0.16326939,24756513795.56,1831411996.35
doge,2025-11-06 12:02:12,0.16293879,24712694184.10,1757435618.33
doge,2025-11-06 13:01:34,0.16129242,24473692278.93,1729002865.33
doge,2025-11-06 14:01:43,0.16333116,24775677175.86,1744632248.33
doge,2025-11-06 15:01:21,0.16096920,24432964756.40,1712362239.63
doge,2025-11-06 16:01:28,0.15904169,24106266495.19,1735140740.33
doge,2025-11-06 17:01:42,0.15864136,24028973631.05,1747151849.16
doge,2025-11-06 18:01:46,0.16020470,24256689799.08,1753739903.90
doge,2025-11-06 19:02:09,0.16159731,24495811090.12,1784900596.05
doge,2025-11-06 20:00:44,0.16035573,24278318407.01,1791066134.86
doge,2025-11-06 21:01:45,0.16024230,24277120111.61,1785164452.64
doge,2025-11-06 22:05:43,0.16241945,24637879335.68,1803562289.60
doge,2025-11-06 23:01:16,0.16173486,24486870833.78,1804403828.28
doge,2025-11-07 00:01:36,0.16117654,24434456868.77,1761191836.44
doge,2025-11-07 01:01:14,0.16296429,24711350489.16,1791746965.42
doge,2025-11-07 02:01:02,0.16240087,24579298017.58,1841908193.57
doge,2025-11-07 03:00:28,0.16368882,24803142217.16,1815277859.64
doge,2025-11-07 04:01:59,0.16415779,24896580646.59,1833395004.16
doge,2025-11-07 05:06:53,0.16447304,24939402008.19,1890747515.04
doge,2025-11-07 06:00:22,0.16602524,25159725714.22,1875702503.94
doge,2025-11-07 07:02:08,0.16564820,25143451400.15,1821544969.97
doge,2025-11-07 08:01:00,0.16687756,25312890653.37,1803536889.34
doge,2025-11-07 09:02:05,0.16604630,25179681497.43,1791196702.91
doge,2025-11-07 10:00:59,0.16478933,24982036210.20,1828317906.32
doge,2025-11-07 11:01:19,0.16432378,24917535908.43,1877185377.39
doge,2025-11-07 12:01:14,0.16372801,24831966021.21,1903523564.80
doge,2025-11-07 13:01:43,0.16057635,24378543549.06,1960122230.82
doge,2025-11-07 14:02:13,0.16221425,24603228389.10,1999593219.91
doge,2025-11-07 15:01:58,0.16381911,24829603995.50,2059724088.14
doge,2025-11-07 16:01:03,0.16922664,25678718205.37,2194863533.49
doge,2025-11-07 17:01:33,0.17442917,26393527552.74,2369238083.12
doge,2025-11-07 18:00:25,0.17845289,27070538287.96,2617849148.87
doge,2025-11-07 19:01:55,0.17926413,27243974817.19,2726718116.44
doge,2025-11-07 20:02:11,0.18023126,27321266058.03,2794173101.51
doge,2025-11-07 21:03:55,0.18014330,27325490228.34,2752551052.02
doge,2025-11-07 22:01:52,0.18058751,27405370416.59,2823609994.10
doge,2025-11-07 23:01:51,0.18035219,27360081930.85,2773437920.98
doge,2025-11-08 00:01:22,0.17898253,27158752621.11,2851625365.59
doge,2025-11-08 01:01:28,0.17908758,27221538222.98,3026327245.92
doge,2025-11-08 02:00:18,0.18123530,27405326814.79,2975144912.83
doge,2025-11-08 03:01:48,0.18153204,27581124751.50,3037258944.64
doge,2025-11-08 04:04:07,0.18028415,27410621541.37,3100835275.27
doge,2025-11-08 05:01:34,0.18164438,27550680572.14,3156334089.57
doge,2025-11-08 06:06:53,0.17879331,27119499465.64,3164940991.28
doge,2025-11-08 07:01:48,0.17955391,27258747578.09,3241435176.92
doge,2025-11-08 08:01:41,0.18012653,27262104828.93,3184528965.23
doge,2025-11-08 09:00:26,0.18151862,27544223570.93,3317706729.19
doge,2025-11-08 10:01:48,0.18006551,27361093778.44,3318670117.22
doge,2025-11-08 11:02:14,0.18048310,27373297644.66,3220802633.79
doge,2025-11-08 12:02:10,0.17877146,27131143027.17,3270072162.40
doge,2025-11-08 13:01:45,0.17907578,27161131770.52,3137383242.36
doge,2025-11-08 14:02:04,0.17678139,26878732658.43,3267037089.62
doge,2025-11-08 15:02:08,0.17581329,26666546493.28,3127213598.68
doge,2025-11-08 16:06:06,0.17404979,26398618016.42,3012626326.80
doge,2025-11-08 17:01:56,0.17417083,26447712352.61,2830125538.01
doge,2025-11-08 18:01:06,0.17452679,26494336859.47,2484404217.34
doge,2025-11-08 19:01:44,0.17546866,26587086716.36,2426570384.88
doge,2025-11-08 20:06:59,0.17507189,26519811694.60,2318803022.20
doge,2025-11-08 21:04:20,0.17558876,26632348728.92,2186447699.14
doge,2025-11-08 22:00:11,0.17565777,26644423457.85,2159665129.51
doge,2025-11-08 23:01:44,0.17600197,26636590807.41,2218262603.91
doge,2025-11-09 00:01:35,0.17626014,26740900247.54,2106413764.22
doge,2025-11-09 01:03:17,0.17482771,26498580811.98,2096126027.05
doge,2025-11-09 02:02:12,0.17526248,26588835487.65,1928000852.66
doge,2025-11-09 03:01:11,0.17250305,26234964304.25,1918889259.00
doge,2025-11-09 04:04:05,0.17204596,26094200812.41,1779209578.65
doge,2025-11-09 05:01:00,0.17290255,26223812016.18,1738463229.82
doge,2025-11-09 06:04:44,0.17385083,26360105202.99,1681299156.72
doge,2025-11-09 07:01:41,0.17423696,26472982525.94,1651942899.35
doge,2025-11-09 08:08:55,0.17488911,26555103733.97,1534274828.59
doge,2025-11-09 09:02:08,0.17387586,26371711747.83,1482532399.18
doge,2025-11-09 10:02:43,0.17365954,26395654692.30,1496304289.91
doge,2025-11-09 11:02:29,0.17369804,26351093359.58,1429536597.46
doge,2025-11-09 12:01:53,0.17522294,26577761696.97,1405583736.18
doge,2025-11-09 13:04:29,0.17546549,26611770827.73,1407079533.65
doge,2025-11-09 14:07:01,0.17584824,26683494482.22,1336803734.43
doge,2025-11-09 15:01:07,0.17753323,26966298700.01,1436777274.65
doge,2025-11-09 16:00:28,0.17805130,27022521073.28,1444589688.02
doge,2025-11-09 17:00:41,0.17875433,27111711293.18,1438776822.44
doge,2025-11-09 18:01:44,0.17734832,26895044236.21,1385372343.32
doge,2025-11-09 19:08:05,0.17880002,27110627023.64,1394905119.57
doge,2025-11-09 20:01:23,0.17985219,27246633015.26,1417602102.30
doge,2025-11-09 21:06:29,0.17943712,27214428266.26,1437154729.95
doge,2025-11-09 22:00:58,0.17990933,27290531653.88,1458068250.41
doge,2025-11-09 23:02:00,0.17974349,27239023773.39,1534862377.42
doge,2025-11-10 00:02:26,0.17908925,27159758819.00,1521006933.24
doge,2025-11-10 01:05:39,0.18277494,27721925093.91,1699448120.13
doge,2025-11-10 02:01:33,0.18133561,27535832986.76,1762726874.79
doge,2025-11-10 03:02:00,0.18054071,27383373951.34,1776481587.23
doge,2025-11-10 04:02:03,0.18148063,27525680969.76,1777485266.08
doge,2025-11-10 05:02:29,0.18146636,27532337539.10,1752599303.33
doge,2025-11-10 06:00:23,0.18090333,27429385533.24,1772812366.11
doge,2025-11-10 07:03:31,0.18077183,27416826602.92,1830904729.59
doge,2025-11-10 08:02:18,0.18115558,27474172127.96,1867031441.75
doge,2025-11-10 09:02:42,0.18072728,27411976516.33,1898581322.15
doge,2025-11-10 10:03:44,0.18424938,27950748467.45,1991442591.20
doge,2025-11-10 11:02:28,0.18245803,27708545875.95,2004403475.57
doge,2025-11-10 12:01:28,0.18309854,27819017826.48,2012583066.62
doge,2025-11-10 13:06:36,0.18197754,27605942956.35,2018187882.52
doge,2025-11-10 14:03:21,0.18332319,27816520954.01,2007822856.57
doge,2025-11-10 15:01:48,0.17928450,27299141825.30,2062255857.18
doge,2025-11-10 16:01:17,0.17879731,27239739048.27,2112587846.15
doge,2025-11-10 17:02:00,0.17804343,27019174780.47,2032438954.86
doge,2025-11-10 18:02:07,0.17987501,27305335351.33,2044456880.65
doge,2025-11-10 19:01:34,0.17881151,27139770292.69,2036429123.89
doge,2025-11-10 20:02:04,0.18057450,27412763000.51,2046089916.16
doge,2025-11-10 21:03:16,0.18001788,27326103009.28,2024786747.63
doge,2025-11-10 22:00:59,0.17874654,27127775248.02,2026460849.88
doge,2025-11-10 23:02:02,0.18311995,27772708590.39,2159453887.44
doge,2025-11-11 00:02:20,0.18184503,27578341536.20,2025159477.96
doge,2025-11-11 01:01:53,0.18028577,27289353798.83,1889762212.25
doge,2025-11-11 02:01:24,0.18129916,27605582808.88,2097166794.67
doge,2025-11-11 03:02:10,0.18262399,27749254090.97,2072094936.90
doge,2025-11-11 04:01:04,0.18296213,27784750000.67,2082151120.25
doge,2025-11-11 05:01:33,0.17990684,27286199264.48,2093897314.65
doge,2025-11-11 06:02:47,0.17859114,27085472864.51,2110334710.79
doge,2025-11-11 07:03:23,0.17748136,26909053541.73,2155282985.56
doge,2025-11-11 08:04:11,0.17649608,26775500552.03,2160694640.21
doge,2025-11-11 09:00:45,0.17709703,26855504731.77,2152542774.12
doge,2025-11-11 10:03:13,0.17770037,26962251169.01,2102585517.27
doge,2025-11-11 11:02:12,0.17737724,26902858557.57,2061134406.67
doge,2025-11-11 12:02:50,0.17739098,26910477655.17,2030426976.32
doge,2025-11-11 13:02:35,0.17762525,26932676804.69,2013392421.61
doge,2025-11-11 14:01:25,0.17733086,26899684243.31,2017133538.86
doge,2025-11-11 15:03:08,0.17652546,26799270648.11,1974455122.78
doge,2025-11-11 16:02:46,0.17593550,26691828413.90,1961079435.36
doge,2025-11-11 17:01:01,0.17606798,26741622555.22,1958262079.27
doge,2025-11-11 18:01:15,0.17562287,26616998384.12,1966884184.60
doge,2025-11-11 19:01:18,0.17489225,26568669024.44,1969487258.92
doge,2025-11-11 20:00:33,0.17443569,26497455888.10,1965141205.57
doge,2025-11-11 21:01:54,0.17301140,26253132298.71,1985726197.93
doge,2025-11-11 22:01:09,0.17231091,26149840655.63,1997178622.92
doge,2025-11-11 23:01:16,0.17339828,26307386084.10,1996538548.00
doge,2025-11-12 00:02:46,0.17210720,26107390284.59,1994665220.68
doge,2025-11-12 01:02:30,0.17193183,26086628376.81,1986326001.24
doge,2025-11-12 02:01:34,0.17273854,26209662426.60,1839001957.74
doge,2025-11-12 03:02:15,0.17152651,26014472208.99,1785916177.64
doge,2025-11-12 04:01:46,0.17167110,26061775411.85,1738675135.95
doge,2025-11-12 05:01:23,0.17124451,25968424995.65,1679058079.17
doge,2025-11-12 06:01:06,0.17193441,26085320454.21,1639091448.61
doge,2025-11-12 07:01:52,0.17235707,26170813966.04,1585524905.99
doge,2025-11-12 08:01:40,0.17180287,26088018571.86,1548223248.00
doge,2025-11-12 09:01:49,0.17409217,26424060148.59,1604270001.30
doge,2025-11-12 10:01:23,0.17490249,26536535701.74,1630037113.45
doge,2025-11-12 11:00:21,0.17627761,26745338440.38,1649858022.58
doge,2025-11-12 12:01:49,0.17621358,26730976407.63,1666049892.85
doge,2025-11-12 13:01:28,0.17658227,26786326939.82,1665082039.03
doge,2025-11-12 14:02:04,0.17779174,26961610377.16,1641398698.96
doge,2025-11-12 15:00:09,0.17522437,26624303978.97,1700025444.54
doge,2025-11-12 16:00:27,0.17148619,26113896089.84,1709373115.85
doge,2025-11-12 17:01:40,0.16935484,25737197521.66,1750982561.37
doge,2025-11-12 18:01:59,0.16938370,25690738616.38,1769002355.09
doge,2025-11-12 19:01:41,0.16868562,25594762556.66,1803667871.41
doge,2025-11-12 20:00:57,0.16892848,25552089863.54,1819243978.11
doge,2025-11-12 21:02:06,0.17044639,25862004118.03,1800995404.88
doge,2025-11-12 22:02:15,0.17056581,25880727468.68,1719093084.28
doge,2025-11-12 23:01:31,0.17102710,25951450802.85,1746144699.17
doge,2025-11-13 00:00:47,0.17005958,25790508315.55,1708032776.59
doge,2025-11-13 01:01:41,0.17069001,25905482923.37,1710885837.25
doge,2025-11-13 02:00:34,0.17103211,25960414935.56,1728540651.34
doge,2025-11-13 03:01:54,0.17155122,26039693762.78,1701245806.67
doge,2025-11-13 04:02:49,0.17433966,26509614313.48,1840907917.80
doge,2025-11-13 05:01:32,0.17435044,26500791003.52,1891254698.82
doge,2025-11-13 06:01:15,0.17606019,26665106471.86,1959600584.57
doge,2025-11-13 07:00:53,0.17645147,26790132024.99,2000617926.05
doge,2025-11-13 08:01:15,0.17553060,26656513752.84,2044288049.53
doge,2025-11-13 09:02:37,0.17561584,26693526546.06,2001474363.83
doge,2025-11-13 10:01:54,0.17472353,26529526781.74,2020644089.04
doge,2025-11-13 11:02:01,0.17569038,26667482159.04,2006948964.22
doge,2025-11-13 12:01:17,0.17588685,26696871630.18,1987452958.32
doge,2025-11-13 13:02:24,0.17537304,26633427329.47,1977666696.90
doge,2025-11-13 14:01:55,0.17473174,26514472146.20,2002706106.93
doge,2025-11-13 15:00:52,0.17627025,26731974725.61,2039473604.74
doge,2025-11-13 16:00:59,0.17248120,26196625380.69,2010206658.96
doge,2025-11-13 17:02:06,0.17040219,25913660675.15,1967185028.47
doge,2025-11-13 18:02:45,0.16601209,25271438175.23,2008431070.79
doge,2025-11-13 19:01:19,0.16257318,24678686428.60,2140419442.19
doge,2025-11-13 20:02:13,0.16099476,24448034810.32,2225722252.80
doge,2025-11-13 21:04:45,0.16129867,24441954483.24,2347499033.65
doge,2025-11-13 22:01:44,0.16128422,24443338792.37,2402564308.80
doge,2025-11-13 23:04:17,0.16328664,24812316864.99,2469561579.06
doge,2025-11-14 00:01:20,0.16419844,24989238193.58,2562744822.69
doge,2025-11-14 01:01:08,0.16288572,24722004639.69,2638015845.81
doge,2025-11-14 02:06:42,0.16338286,24802504009.00,2681550457.00
doge,2025-11-14 03:01:26,0.16490374,25040375258.07,2730763266.64
doge,2025-11-14 04:01:51,0.16380626,24858623269.77,2649516958.04
doge,2025-11-14 05:01:11,0.16242979,24645910795.13,2780130152.33
doge,2025-11-14 06:00:28,0.16404483,24874135227.67,2851481771.19
doge,2025-11-14 07:02:09,0.16275231,24658921218.82,2876020447.75
doge,2025-11-14 08:02:32,0.16505231,25058589102.98,2956410888.03
doge,2025-11-14 09:00:37,0.16371924,24835470315.35,2975403389.11
doge,2025-11-14 10:06:25,0.16222206,24607567446.46,2948608067.71
doge,2025-11-14 11:02:05,0.16327556,24786550563.48,2961553089.42
doge,2025-11-14 12:02:33,0.16151436,24516945799.24,3038203986.07
doge,2025-11-14 13:03:44,0.16092314,24381817218.68,3079285404.33
doge,2025-11-14 14:01:38,0.15933985,24101714517.76,3289095750.28
doge,2025-11-14 15:07:15,0.16313172,24721161061.66,3428854257.89
doge,2025-11-14 16:01:13,0.16304696,24813936859.31,3423988799.41
doge,2025-11-14 17:01:19,0.16396266,24888459553.73,3415375734.19
doge,2025-11-14 18:01:50,0.16175832,24576315852.77,3287205271.94
doge,2025-11-14 19:01:45,0.16149979,24512082045.27,3159263246.05
doge,2025-11-14 20:04:05,0.16307859,24754404297.82,2984856260.90
doge,2025-11-14 21:01:42,0.15874514,24064698070.10,2966749333.05
doge,2025-11-14 22:02:13,0.15992414,24262182473.16,2956494186.14
doge,2025-11-14 23:01:37,0.15966336,24283321050.74,2921761894.80
doge,2025-11-15 00:02:54,0.15788018,24008527946.65,2934556865.11
doge,2025-11-15 01:01:23,0.15956000,24153182066.58,2909706111.45
doge,2025-11-15 02:04:49,0.16108222,24454803097.95,2879076508.68
doge,2025-11-15 03:02:07,0.16188308,24566636294.42,2859854181.33
doge,2025-11-15 04:01:28,0.16265810,24685664671.55,2836234351.50
doge,2025-11-15 05:03:10,0.16239089,24647912783.21,2650860634.37
doge,2025-11-15 06:01:02,0.16319596,24763225009.02,2569611029.54
doge,2025-11-15 07:01:02,0.16319534,24766012399.90,2510214557.71
doge,2025-11-15 08:01:43,0.16288237,24720901538.31,2423667877.83
doge,2025-11-15 09:01:46,0.16101419,24470363952.19,2405183417.02
doge,2025-11-15 10:02:50,0.16131362,24481013363.43,2379330627.02
doge,2025-11-15 11:02:20,0.16186307,24560821666.83,2365150157.99
doge,2025-11-15 12:01:44,0.16140720,24502392635.89,2258229441.40
doge,2025-11-15 13:00:58,0.16286166,24696891952.43,2025330892.98
doge,2025-11-15 14:02:48,0.16315660,24726606297.76,1981294657.49
doge,2025-11-15 15:03:44,0.16361882,24827207473.20,1748307925.47
doge,2025-11-15 16:02:24,0.16317300,24766452590.89,1622902121.37
doge,2025-11-15 17:01:20,0.16308223,24748407904.87,1586160862.19
doge,2025-11-15 18:03:41,0.16419630,24923907132.65,1559282265.56
doge,2025-11-15 19:01:12,0.16373197,24853383489.41,1503493638.87
doge,2025-11-15 20:01:04,0.16359809,24815597123.53,1455824129.22
doge,2025-11-15 21:02:32,0.16279038,24718271038.92,1394846495.86
doge,2025-11-15 22:01:42,0.16221244,24638649069.18,1371598959.08
doge,2025-11-15 23:01:32,0.16334893,24765373345.21,1351395708.39
doge,2025-11-16 00:01:07,0.16317232,24765800250.47,1223449546.63
doge,2025-11-16 01:02:14,0.16247045,24654543024.05,1170576169.77
doge,2025-11-16 02:02:34,0.16122055,24406634189.12,1170874233.02
doge,2025-11-16 03:01:22,0.16326493,24764093531.48,1218563272.83
doge,2025-11-16 04:03:31,0.16369518,24842185754.36,1166495932.16
doge,2025-11-16 05:01:19,0.16282729,24704711245.31,1159955691.47
doge,2025-11-16 06:02:01,0.16353419,24820876534.00,1145146008.07
doge,2025-11-16 07:02:05,0.16345210,24808471755.80,1109094724.23
doge,2025-11-16 08:01:41,0.16367179,24833734274.97,1083016049.73
doge,2025-11-16 09:01:17,0.16376925,24825559404.94,1046869406.51
doge,2025-11-16 10:01:50,0.16482474,24916844498.38,1026877344.86
doge,2025-11-16 11:02:29,0.16484520,25020799081.11,1048909314.28
doge,2025-11-16 12:00:56,0.16134477,24485439543.24,1116531058.69
doge,2025-11-16 13:02:07,0.16127008,24482412459.03,1127559749.76
doge,2025-11-16 14:01:10,0.16055664,24366143689.32,1131948310.50
doge,2025-11-16 15:02:41,0.16153618,24546345616.50,1125049258.26
doge,2025-11-16 16:00:18,0.15913210,24181688035.18,1149953256.61
doge,2025-11-16 17:03:14,0.15644104,23736928393.28,1243528863.02
doge,2025-11-16 18:01:14,0.15504813,23440490692.73,1345289337.59
doge,2025-11-16 19:06:13,0.15478167,23481166100.28,1436671406.15
doge,2025-11-16 20:02:35,0.15616197,23717805875.05,1475870375.02
doge,2025-11-16 21:01:36,0.15661855,23772539184.18,1487186940.09
doge,2025-11-16 22:00:55,0.15608912,23672326106.07,1508909317.14
doge,2025-11-16 23:01:18,0.15770938,23899285720.18,1561684126.22
doge,2025-11-17 00:01:23,0.15888534,24118731180.68,1692258688.58
doge,2025-11-17 01:01:31,0.15964580,24215433255.89,1768245466.01
